Molecule,IStr,Wavelength_micron
HD,"I(HD v=3,J=8->v=3,J=6 angle 00 deg)",9.1399
HD,"I(HD v=3,J=8->v=3,J=7 angle 00 deg)",17.2744
HD,"I(HD v=3,J=9->v=3,J=7 angle 00 deg)",8.2106
HD,"I(HD v=3,J=9->v=3,J=8 angle 00 deg)",15.6482
HD,"I(HD v=3,J=10->v=3,J=8 angle 00 deg)",7.4932
HD,"I(HD v=3,J=10->v=3,J=9 angle 00 deg)",14.3784
HD,"I(HD v=4,J=0->v=0,J=1 angle 00 deg)",0.7468
HD,"I(HD v=4,J=0->v=0,J=2 angle 00 deg)",0.7569
HD,"I(HD v=4,J=1->v=0,J=0 angle 00 deg)",0.7378
HD,"I(HD v=4,J=1->v=0,J=1 angle 00 deg)",0.7427
HD,"I(HD v=4,J=1->v=0,J=2 angle 00 deg)",0.7527
HD,"I(HD v=4,J=1->v=0,J=3 angle 00 deg)",0.768
HD,"I(HD v=4,J=2->v=0,J=0 angle 00 deg)",0.7299
HD,"I(HD v=4,J=2->v=0,J=1 angle 00 deg)",0.7346
HD,"I(HD v=4,J=2->v=0,J=2 angle 00 deg)",0.7444
HD,"I(HD v=4,J=2->v=0,J=3 angle 00 deg)",0.7594
HD,"I(HD v=4,J=2->v=0,J=4 angle 00 deg)",0.7802
HD,"I(HD v=4,J=3->v=0,J=1 angle 00 deg)",0.7229
HD,"I(HD v=4,J=3->v=0,J=2 angle 00 deg)",0.7324
HD,"I(HD v=4,J=3->v=0,J=3 angle 00 deg)",0.7469
HD,"I(HD v=4,J=3->v=0,J=4 angle 00 deg)",0.767
HD,"I(HD v=4,J=3->v=0,J=5 angle 00 deg)",0.7934
HD,"I(HD v=4,J=4->v=0,J=2 angle 00 deg)",0.7171
HD,"I(HD v=4,J=4->v=0,J=3 angle 00 deg)",0.731
HD,"I(HD v=4,J=4->v=0,J=4 angle 00 deg)",0.7502
HD,"I(HD v=4,J=4->v=0,J=5 angle 00 deg)",0.7755
HD,"I(HD v=4,J=4->v=0,J=6 angle 00 deg)",0.8077
HD,"I(HD v=4,J=5->v=0,J=3 angle 00 deg)",0.7122
HD,"I(HD v=4,J=5->v=0,J=4 angle 00 deg)",0.7305
HD,"I(HD v=4,J=5->v=0,J=5 angle 00 deg)",0.7544
HD,"I(HD v=4,J=5->v=0,J=6 angle 00 deg)",0.7849
HD,"I(HD v=4,J=5->v=0,J=7 angle 00 deg)",0.8231
HD,"I(HD v=4,J=6->v=0,J=4 angle 00 deg)",0.7084
HD,"I(HD v=4,J=6->v=0,J=5 angle 00 deg)",0.7309
HD,"I(HD v=4,J=6->v=0,J=6 angle 00 deg)",0.7594
HD,"I(HD v=4,J=6->v=0,J=7 angle 00 deg)",0.7952
HD,"I(HD v=4,J=6->v=0,J=8 angle 00 deg)",0.8396
HD,"I(HD v=4,J=7->v=0,J=5 angle 00 deg)",0.7056
HD,"I(HD v=4,J=7->v=0,J=6 angle 00 deg)",0.7322
HD,"I(HD v=4,J=7->v=0,J=7 angle 00 deg)",0.7653
HD,"I(HD v=4,J=7->v=0,J=8 angle 00 deg)",0.8064
HD,"I(HD v=4,J=7->v=0,J=9 angle 00 deg)",0.8573
HD,"I(HD v=4,J=8->v=0,J=6 angle 00 deg)",0.7038
HD,"I(HD v=4,J=8->v=0,J=7 angle 00 deg)",0.7344
HD,"I(HD v=4,J=8->v=0,J=8 angle 00 deg)",0.7721
HD,"I(HD v=4,J=8->v=0,J=9 angle 00 deg)",0.8186
HD,"I(HD v=4,J=8->v=0,J=10 angle 00 deg)",0.8761
HD,"I(HD v=4,J=9->v=0,J=7 angle 00 deg)",0.703
HD,"I(HD v=4,J=9->v=0,J=8 angle 00 deg)",0.7375
HD,"I(HD v=4,J=9->v=0,J=9 angle 00 deg)",0.7798
HD,"I(HD v=4,J=9->v=0,J=10 angle 00 deg)",0.8318
HD,"I(HD v=4,J=10->v=0,J=8 angle 00 deg)",0.7033
HD,"I(HD v=4,J=10->v=0,J=9 angle 00 deg)",0.7416
HD,"I(HD v=4,J=10->v=0,J=10 angle 00 deg)",0.7885
HD,"I(HD v=4,J=0->v=1,J=1 angle 00 deg)",1.0245
HD,"I(HD v=4,J=0->v=1,J=2 angle 00 deg)",1.0427
HD,"I(HD v=4,J=1->v=1,J=0 angle 00 deg)",1.008
HD,"I(HD v=4,J=1->v=1,J=1 angle 00 deg)",1.0168
HD,"I(HD v=4,J=1->v=1,J=2 angle 00 deg)",1.0347
HD,"I(HD v=4,J=1->v=1,J=3 angle 00 deg)",1.0626
HD,"I(HD v=4,J=2->v=1,J=0 angle 00 deg)",0.9932
HD,"I(HD v=4,J=2->v=1,J=1 angle 00 deg)",1.0017
HD,"I(HD v=4,J=2->v=1,J=2 angle 00 deg)",1.0191
HD,"I(HD v=4,J=2->v=1,J=3 angle 00 deg)",1.0461
HD,"I(HD v=4,J=2->v=1,J=4 angle 00 deg)",1.0842
HD,"I(HD v=4,J=3->v=1,J=1 angle 00 deg)",0.9801
HD,"I(HD v=4,J=3->v=1,J=2 angle 00 deg)",0.9967
HD,"I(HD v=4,J=3->v=1,J=3 angle 00 deg)",1.0225
HD,"I(HD v=4,J=3->v=1,J=4 angle 00 deg)",1.0589
HD,"I(HD v=4,J=3->v=1,J=5 angle 00 deg)",1.1076
HD,"I(HD v=4,J=4->v=1,J=2 angle 00 deg)",0.9686
HD,"I(HD v=4,J=4->v=1,J=3 angle 00 deg)",0.993
HD,"I(HD v=4,J=4->v=1,J=4 angle 00 deg)",1.0272
HD,"I(HD v=4,J=4->v=1,J=5 angle 00 deg)",1.073
HD,"I(HD v=4,J=4->v=1,J=6 angle 00 deg)",1.1328
HD,"I(HD v=4,J=5->v=1,J=3 angle 00 deg)",0.9587
HD,"I(HD v=4,J=5->v=1,J=4 angle 00 deg)",0.9905
HD,"I(HD v=4,J=5->v=1,J=5 angle 00 deg)",1.033
HD,"I(HD v=4,J=5->v=1,J=6 angle 00 deg)",1.0884
HD,"I(HD v=4,J=5->v=1,J=7 angle 00 deg)",1.1598
HD,"I(HD v=4,J=6->v=1,J=4 angle 00 deg)",0.9504
HD,"I(HD v=4,J=6->v=1,J=5 angle 00 deg)",0.9894
HD,"I(HD v=4,J=6->v=1,J=6 angle 00 deg)",1.0401
HD,"I(HD v=4,J=6->v=1,J=7 angle 00 deg)",1.1051
HD,"I(HD v=4,J=6->v=1,J=8 angle 00 deg)",1.1887
HD,"I(HD v=4,J=7->v=1,J=5 angle 00 deg)",0.9436
HD,"I(HD v=4,J=7->v=1,J=6 angle 00 deg)",0.9896
HD,"I(HD v=4,J=7->v=1,J=7 angle 00 deg)",1.0483
HD,"I(HD v=4,J=7->v=1,J=8 angle 00 deg)",1.1232
HD,"I(HD v=4,J=7->v=1,J=9 angle 00 deg)",1.2195
HD,"I(HD v=4,J=8->v=1,J=6 angle 00 deg)",0.9385
HD,"I(HD v=4,J=8->v=1,J=7 angle 00 deg)",0.9911
HD,"I(HD v=4,J=8->v=1,J=8 angle 00 deg)",1.0578
HD,"I(HD v=4,J=8->v=1,J=9 angle 00 deg)",1.1428
HD,"I(HD v=4,J=8->v=1,J=10 angle 00 deg)",1.2523
HD,"I(HD v=4,J=9->v=1,J=7 angle 00 deg)",0.9348
HD,"I(HD v=4,J=9->v=1,J=8 angle 00 deg)",0.9939
HD,"I(HD v=4,J=9->v=1,J=9 angle 00 deg)",1.0686
HD,"I(HD v=4,J=9->v=1,J=10 angle 00 deg)",1.1638
HD,"I(HD v=4,J=10->v=1,J=8 angle 00 deg)",0.9327
HD,"I(HD v=4,J=10->v=1,J=9 angle 00 deg)",0.9981
HD,"I(HD v=4,J=10->v=1,J=10 angle 00 deg)",1.0806
HD,"I(HD v=4,J=0->v=2,J=1 angle 00 deg)",1.5849
HD,"I(HD v=4,J=0->v=2,J=2 angle 00 deg)",1.6268
HD,"I(HD v=4,J=1->v=2,J=0 angle 00 deg)",1.5467
HD,"I(HD v=4,J=1->v=2,J=1 angle 00 deg)",1.5665
HD,"I(HD v=4,J=1->v=2,J=2 angle 00 deg)",1.6074
HD,"I(HD v=4,J=1->v=2,J=3 angle 00 deg)",1.6726
HD,"I(HD v=4,J=2->v=2,J=0 angle 00 deg)",1.5121
HD,"I(HD v=4,J=2->v=2,J=1 angle 00 deg)",1.531
HD,"I(HD v=4,J=2->v=2,J=2 angle 00 deg)",1.5701
HD,"I(HD v=4,J=2->v=2,J=3 angle 00 deg)",1.6323
HD,"I(HD v=4,J=2->v=2,J=4 angle 00 deg)",1.7224
HD,"I(HD v=4,J=3->v=2,J=1 angle 00 deg)",1.4811
HD,"I(HD v=4,J=3->v=2,J=2 angle 00 deg)",1.5176
HD,"I(HD v=4,J=3->v=2,J=3 angle 00 deg)",1.5756
HD,"I(HD v=4,J=3->v=2,J=4 angle 00 deg)",1.6594
HD,"I(HD v=4,J=3->v=2,J=5 angle 00 deg)",1.7764
HD,"I(HD v=4,J=4->v=2,J=2 angle 00 deg)",1.4533
HD,"I(HD v=4,J=4->v=2,J=3 angle 00 deg)",1.5064
HD,"I(HD v=4,J=4->v=2,J=4 angle 00 deg)",1.5829
HD,"I(HD v=4,J=4->v=2,J=5 angle 00 deg)",1.6889
HD,"I(HD v=4,J=4->v=2,J=6 angle 00 deg)",1.8346
HD,"I(HD v=4,J=5->v=2,J=3 angle 00 deg)",1.4289
HD,"I(HD v=4,J=5->v=2,J=4 angle 00 deg)",1.4975
HD,"I(HD v=4,J=5->v=2,J=5 angle 00 deg)",1.5921
HD,"I(HD v=4,J=5->v=2,J=6 angle 00 deg)",1.7208
HD,"I(HD v=4,J=5->v=2,J=7 angle 00 deg)",1.8973
HD,"I(HD v=4,J=6->v=2,J=4 angle 00 deg)",1.4076
HD,"I(HD v=4,J=6->v=2,J=5 angle 00 deg)",1.4908
HD,"I(HD v=4,J=6->v=2,J=6 angle 00 deg)",1.6031
HD,"I(HD v=4,J=6->v=2,J=7 angle 00 deg)",1.7552
HD,"I(HD v=4,J=6->v=2,J=8 angle 00 deg)",1.9646
HD,"I(HD v=4,J=7->v=2,J=5 angle 00 deg)",1.3893
HD,"I(HD v=4,J=7->v=2,J=6 angle 00 deg)",1.4863
HD,"I(HD v=4,J=7->v=2,J=7 angle 00 deg)",1.6161
HD,"I(HD v=4,J=7->v=2,J=8 angle 00 deg)",1.792
HD,"I(HD v=4,J=7->v=2,J=9 angle 00 deg)",2.0369
HD,"I(HD v=4,J=8->v=2,J=6 angle 00 deg)",1.3739
HD,"I(HD v=4,J=8->v=2,J=7 angle 00 deg)",1.4841
HD,"I(HD v=4,J=8->v=2,J=8 angle 00 deg)",1.6311
HD,"I(HD v=4,J=8->v=2,J=9 angle 00 deg)",1.8315
HD,"I(HD v=4,J=8->v=2,J=10 angle 00 deg)",2.1142
HD,"I(HD v=4,J=9->v=2,J=7 angle 00 deg)",1.3613
HD,"I(HD v=4,J=9->v=2,J=8 angle 00 deg)",1.484
HD,"I(HD v=4,J=9->v=2,J=9 angle 00 deg)",1.6481
HD,"I(HD v=4,J=9->v=2,J=10 angle 00 deg)",1.8736
HD,"I(HD v=4,J=10->v=2,J=8 angle 00 deg)",1.3515
HD,"I(HD v=4,J=10->v=2,J=9 angle 00 deg)",1.4862
HD,"I(HD v=4,J=10->v=2,J=10 angle 00 deg)",1.6671
HD,"I(HD v=4,J=0->v=3,J=1 angle 00 deg)",3.2983
HD,"I(HD v=4,J=0->v=3,J=2 angle 00 deg)",3.4762
HD,"I(HD v=4,J=1->v=3,J=0 angle 00 deg)",3.1408
HD,"I(HD v=4,J=1->v=3,J=1 angle 00 deg)",3.2195
HD,"I(HD v=4,J=1->v=3,J=2 angle 00 deg)",3.3888
HD,"I(HD v=4,J=1->v=3,J=3 angle 00 deg)",3.6772
HD,"I(HD v=4,J=2->v=3,J=0 angle 00 deg)",3.0014
HD,"I(HD v=4,J=2->v=3,J=1 angle 00 deg)",3.0733
HD,"I(HD v=4,J=2->v=3,J=2 angle 00 deg)",3.2272
HD,"I(HD v=4,J=2->v=3,J=3 angle 00 deg)",3.4876
HD,"I(HD v=4,J=2->v=3,J=4 angle 00 deg)",3.9042
HD,"I(HD v=4,J=3->v=3,J=1 angle 00 deg)",2.8783
HD,"I(HD v=4,J=3->v=3,J=2 angle 00 deg)",3.0129
HD,"I(HD v=4,J=3->v=3,J=3 angle 00 deg)",3.2387
HD,"I(HD v=4,J=3->v=3,J=4 angle 00 deg)",3.5948
HD,"I(HD v=4,J=3->v=3,J=5 angle 00 deg)",4.1608
HD,"I(HD v=4,J=4->v=3,J=2 angle 00 deg)",2.7697
HD,"I(HD v=4,J=4->v=3,J=3 angle 00 deg)",2.9594
HD,"I(HD v=4,J=4->v=3,J=4 angle 00 deg)",3.254
HD,"I(HD v=4,J=4->v=3,J=5 angle 00 deg)",3.7109
HD,"I(HD v=4,J=4->v=3,J=6 angle 00 deg)",4.4514
HD,"I(HD v=4,J=5->v=3,J=3 angle 00 deg)",2.6743
HD,"I(HD v=4,J=5->v=3,J=4 angle 00 deg)",2.9126
HD,"I(HD v=4,J=5->v=3,J=5 angle 00 deg)",3.2733
HD,"I(HD v=4,J=5->v=3,J=6 angle 00 deg)",3.8362
HD,"I(HD v=4,J=5->v=3,J=7 angle 00 deg)",4.7812
HD,"I(HD v=4,J=6->v=3,J=4 angle 00 deg)",2.5906
HD,"I(HD v=4,J=6->v=3,J=5 angle 00 deg)",2.8722
HD,"I(HD v=4,J=6->v=3,J=6 angle 00 deg)",3.2966
HD,"I(HD v=4,J=6->v=3,J=7 angle 00 deg)",3.971
HD,"I(HD v=4,J=6->v=3,J=8 angle 00 deg)",5.1564
HD,"I(HD v=4,J=7->v=3,J=5 angle 00 deg)",2.5177
HD,"I(HD v=4,J=7->v=3,J=6 angle 00 deg)",2.8379
HD,"I(HD v=4,J=7->v=3,J=7 angle 00 deg)",3.3239
HD,"I(HD v=4,J=7->v=3,J=8 angle 00 deg)",4.1159
HD,"I(HD v=4,J=7->v=3,J=9 angle 00 deg)",5.5849
HD,"I(HD v=4,J=8->v=3,J=6 angle 00 deg)",2.4544
HD,"I(HD v=4,J=8->v=3,J=7 angle 00 deg)",2.8097
HD,"I(HD v=4,J=8->v=3,J=8 angle 00 deg)",3.3555
HD,"I(HD v=4,J=8->v=3,J=9 angle 00 deg)",4.2714
HD,"I(HD v=4,J=8->v=3,J=10 angle 00 deg)",6.0765
HD,"I(HD v=4,J=9->v=3,J=7 angle 00 deg)",2.4
HD,"I(HD v=4,J=9->v=3,J=8 angle 00 deg)",2.7872
HD,"I(HD v=4,J=9->v=3,J=9 angle 00 deg)",3.3913
HD,"I(HD v=4,J=9->v=3,J=10 angle 00 deg)",4.438
HD,"I(HD v=4,J=10->v=3,J=8 angle 00 deg)",2.3536
HD,"I(HD v=4,J=10->v=3,J=9 angle 00 deg)",2.7703
HD,"I(HD v=4,J=10->v=3,J=10 angle 00 deg)",3.4315
HD,"I(HD v=4,J=1->v=4,J=0 angle 00 deg)",134.7862
HD,"I(HD v=4,J=2->v=4,J=0 angle 00 deg)",45.0397
HD,"I(HD v=4,J=2->v=4,J=1 angle 00 deg)",67.6431
HD,"I(HD v=4,J=3->v=4,J=1 angle 00 deg)",27.1572
HD,"I(HD v=4,J=3->v=4,J=2 angle 00 deg)",45.3736
HD,"I(HD v=4,J=4->v=4,J=2 angle 00 deg)",19.5406
HD,"I(HD v=4,J=4->v=4,J=3 angle 00 deg)",34.3216
HD,"I(HD v=4,J=5->v=4,J=3 angle 00 deg)",15.3462
HD,"I(HD v=4,J=5->v=4,J=4 angle 00 deg)",27.7572
HD,"I(HD v=4,J=6->v=4,J=4 angle 00 deg)",12.7072
HD,"I(HD v=4,J=6->v=4,J=5 angle 00 deg)",23.4364
HD,"I(HD v=4,J=7->v=4,J=5 angle 00 deg)",10.9059
HD,"I(HD v=4,J=7->v=4,J=6 angle 00 deg)",20.3979
HD,"I(HD v=4,J=8->v=4,J=6 angle 00 deg)",9.6073
HD,"I(HD v=4,J=8->v=4,J=7 angle 00 deg)",18.1609
HD,"I(HD v=4,J=9->v=4,J=7 angle 00 deg)",8.6339
HD,"I(HD v=4,J=9->v=4,J=8 angle 00 deg)",16.4585
HD,"I(HD v=4,J=10->v=4,J=8 angle 00 deg)",7.8833
HD,"I(HD v=4,J=10->v=4,J=9 angle 00 deg)",15.1305
HD,"I(HD v=5,J=0->v=0,J=1 angle 00 deg)",0.6124
HD,"I(HD v=5,J=0->v=0,J=2 angle 00 deg)",0.6191
HD,"I(HD v=5,J=1->v=0,J=0 angle 00 deg)",0.6065
HD,"I(HD v=5,J=1->v=0,J=1 angle 00 deg)",0.6098
HD,"I(HD v=5,J=1->v=0,J=2 angle 00 deg)",0.6164
HD,"I(HD v=5,J=1->v=0,J=3 angle 00 deg)",0.6267
HD,"I(HD v=5,J=2->v=0,J=0 angle 00 deg)",0.6013
HD,"I(HD v=5,J=2->v=0,J=1 angle 00 deg)",0.6046
HD,"I(HD v=5,J=2->v=0,J=2 angle 00 deg)",0.6111
HD,"I(HD v=5,J=2->v=0,J=3 angle 00 deg)",0.6212
HD,"I(HD v=5,J=2->v=0,J=4 angle 00 deg)",0.6351
HD,"I(HD v=5,J=3->v=0,J=1 angle 00 deg)",0.597
HD,"I(HD v=5,J=3->v=0,J=2 angle 00 deg)",0.6034
HD,"I(HD v=5,J=3->v=0,J=3 angle 00 deg)",0.6132
HD,"I(HD v=5,J=3->v=0,J=4 angle 00 deg)",0.6267
HD,"I(HD v=5,J=3->v=0,J=5 angle 00 deg)",0.6443
HD,"I(HD v=5,J=4->v=0,J=2 angle 00 deg)",0.5935
HD,"I(HD v=5,J=4->v=0,J=3 angle 00 deg)",0.603
HD,"I(HD v=5,J=4->v=0,J=4 angle 00 deg)",0.616
HD,"I(HD v=5,J=4->v=0,J=5 angle 00 deg)",0.633
HD,"I(HD v=5,J=4->v=0,J=6 angle 00 deg)",0.6543
HD,"I(HD v=5,J=5->v=0,J=3 angle 00 deg)",0.5908
HD,"I(HD v=5,J=5->v=0,J=4 angle 00 deg)",0.6033
HD,"I(HD v=5,J=5->v=0,J=5 angle 00 deg)",0.6195
HD,"I(HD v=5,J=5->v=0,J=6 angle 00 deg)",0.64
HD,"I(HD v=5,J=5->v=0,J=7 angle 00 deg)",0.6652
HD,"I(HD v=5,J=6->v=0,J=4 angle 00 deg)",0.5889
HD,"I(HD v=5,J=6->v=0,J=5 angle 00 deg)",0.6044
HD,"I(HD v=5,J=6->v=0,J=6 angle 00 deg)",0.6238
HD,"I(HD v=5,J=6->v=0,J=7 angle 00 deg)",0.6477
HD,"I(HD v=5,J=6->v=0,J=8 angle 00 deg)",0.6769
HD,"I(HD v=5,J=7->v=0,J=5 angle 00 deg)",0.5878
HD,"I(HD v=5,J=7->v=0,J=6 angle 00 deg)",0.6062
HD,"I(HD v=5,J=7->v=0,J=7 angle 00 deg)",0.6287
HD,"I(HD v=5,J=7->v=0,J=8 angle 00 deg)",0.6562
HD,"I(HD v=5,J=7->v=0,J=9 angle 00 deg)",0.6895
HD,"I(HD v=5,J=8->v=0,J=6 angle 00 deg)",0.5876
HD,"I(HD v=5,J=8->v=0,J=7 angle 00 deg)",0.6088
HD,"I(HD v=5,J=8->v=0,J=8 angle 00 deg)",0.6345
HD,"I(HD v=5,J=8->v=0,J=9 angle 00 deg)",0.6655
HD,"I(HD v=5,J=8->v=0,J=10 angle 00 deg)",0.703
HD,"I(HD v=5,J=9->v=0,J=7 angle 00 deg)",0.5881
HD,"I(HD v=5,J=9->v=0,J=8 angle 00 deg)",0.6121
HD,"I(HD v=5,J=9->v=0,J=9 angle 00 deg)",0.6409
HD,"I(HD v=5,J=9->v=0,J=10 angle 00 deg)",0.6756
HD,"I(HD v=5,J=10->v=0,J=8 angle 00 deg)",0.5895
HD,"I(HD v=5,J=10->v=0,J=9 angle 00 deg)",0.6162
HD,"I(HD v=5,J=10->v=0,J=10 angle 00 deg)",0.6482
HD,"I(HD v=5,J=0->v=1,J=1 angle 00 deg)",0.7874
HD,"I(HD v=5,J=0->v=1,J=2 angle 00 deg)",0.7981
HD,"I(HD v=5,J=1->v=1,J=0 angle 00 deg)",0.7778
HD,"I(HD v=5,J=1->v=1,J=1 angle 00 deg)",0.783
HD,"I(HD v=5,J=1->v=1,J=2 angle 00 deg)",0.7936
HD,"I(HD v=5,J=1->v=1,J=3 angle 00 deg)",0.8099
HD,"I(HD v=5,J=2->v=1,J=0 angle 00 deg)",0.7694
HD,"I(HD v=5,J=2->v=1,J=1 angle 00 deg)",0.7745
HD,"I(HD v=5,J=2->v=1,J=2 angle 00 deg)",0.7848
HD,"I(HD v=5,J=2->v=1,J=3 angle 00 deg)",0.8008
HD,"I(HD v=5,J=2->v=1,J=4 angle 00 deg)",0.8229
HD,"I(HD v=5,J=3->v=1,J=1 angle 00 deg)",0.7621
HD,"I(HD v=5,J=3->v=1,J=2 angle 00 deg)",0.7721
HD,"I(HD v=5,J=3->v=1,J=3 angle 00 deg)",0.7876
HD,"I(HD v=5,J=3->v=1,J=4 angle 00 deg)",0.809
HD,"I(HD v=5,J=3->v=1,J=5 angle 00 deg)",0.8371
HD,"I(HD v=5,J=4->v=1,J=2 angle 00 deg)",0.756
HD,"I(HD v=5,J=4->v=1,J=3 angle 00 deg)",0.7708
HD,"I(HD v=5,J=4->v=1,J=4 angle 00 deg)",0.7912
HD,"I(HD v=5,J=4->v=1,J=5 angle 00 deg)",0.8181
HD,"I(HD v=5,J=4->v=1,J=6 angle 00 deg)",0.8524
HD,"I(HD v=5,J=5->v=1,J=3 angle 00 deg)",0.751
HD,"I(HD v=5,J=5->v=1,J=4 angle 00 deg)",0.7704
HD,"I(HD v=5,J=5->v=1,J=5 angle 00 deg)",0.7958
HD,"I(HD v=5,J=5->v=1,J=6 angle 00 deg)",0.8283
HD,"I(HD v=5,J=5->v=1,J=7 angle 00 deg)",0.869
HD,"I(HD v=5,J=6->v=1,J=4 angle 00 deg)",0.7471
HD,"I(HD v=5,J=6->v=1,J=5 angle 00 deg)",0.771
HD,"I(HD v=5,J=6->v=1,J=6 angle 00 deg)",0.8014
HD,"I(HD v=5,J=6->v=1,J=7 angle 00 deg)",0.8395
HD,"I(HD v=5,J=6->v=1,J=8 angle 00 deg)",0.8868
HD,"I(HD v=5,J=7->v=1,J=5 angle 00 deg)",0.7443
HD,"I(HD v=5,J=7->v=1,J=6 angle 00 deg)",0.7726
HD,"I(HD v=5,J=7->v=1,J=7 angle 00 deg)",0.8079
HD,"I(HD v=5,J=7->v=1,J=8 angle 00 deg)",0.8517
HD,"I(HD v=5,J=7->v=1,J=9 angle 00 deg)",0.9059
HD,"I(HD v=5,J=8->v=1,J=6 angle 00 deg)",0.7426
HD,"I(HD v=5,J=8->v=1,J=7 angle 00 deg)",0.7752
HD,"I(HD v=5,J=8->v=1,J=8 angle 00 deg)",0.8154
HD,"I(HD v=5,J=8->v=1,J=9 angle 00 deg)",0.865
HD,"I(HD v=5,J=8->v=1,J=10 angle 00 deg)",0.9263
HD,"I(HD v=5,J=9->v=1,J=7 angle 00 deg)",0.7421
HD,"I(HD v=5,J=9->v=1,J=8 angle 00 deg)",0.7788
HD,"I(HD v=5,J=9->v=1,J=9 angle 00 deg)",0.8239
HD,"I(HD v=5,J=9->v=1,J=10 angle 00 deg)",0.8794
HD,"I(HD v=5,J=10->v=1,J=8 angle 00 deg)",0.7426
HD,"I(HD v=5,J=10->v=1,J=9 angle 00 deg)",0.7835
HD,"I(HD v=5,J=10->v=1,J=10 angle 00 deg)",0.8335
HD,"I(HD v=5,J=0->v=2,J=1 angle 00 deg)",1.0812
HD,"I(HD v=5,J=0->v=2,J=2 angle 00 deg)",1.1005
HD,"I(HD v=5,J=1->v=2,J=0 angle 00 deg)",1.0637
HD,"I(HD v=5,J=1->v=2,J=1 angle 00 deg)",1.073
HD,"I(HD v=5,J=1->v=2,J=2 angle 00 deg)",1.0921
HD,"I(HD v=5,J=1->v=2,J=3 angle 00 deg)",1.1218
HD,"I(HD v=5,J=2->v=2,J=0 angle 00 deg)",1.048
HD,"I(HD v=5,J=2->v=2,J=1 angle 00 deg)",1.0571
HD,"I(HD v=5,J=2->v=2,J=2 angle 00 deg)",1.0756
HD,"I(HD v=5,J=2->v=2,J=3 angle 00 deg)",1.1044
HD,"I(HD v=5,J=2->v=2,J=4 angle 00 deg)",1.1449
HD,"I(HD v=5,J=3->v=2,J=1 angle 00 deg)",1.0342
HD,"I(HD v=5,J=3->v=2,J=2 angle 00 deg)",1.0519
HD,"I(HD v=5,J=3->v=2,J=3 angle 00 deg)",1.0794
HD,"I(HD v=5,J=3->v=2,J=4 angle 00 deg)",1.1181
HD,"I(HD v=5,J=3->v=2,J=5 angle 00 deg)",1.17
HD,"I(HD v=5,J=4->v=2,J=2 angle 00 deg)",1.0221
HD,"I(HD v=5,J=4->v=2,J=3 angle 00 deg)",1.0481
HD,"I(HD v=5,J=4->v=2,J=4 angle 00 deg)",1.0845
HD,"I(HD v=5,J=4->v=2,J=5 angle 00 deg)",1.1333
HD,"I(HD v=5,J=4->v=2,J=6 angle 00 deg)",1.197
HD,"I(HD v=5,J=5->v=2,J=3 angle 00 deg)",1.0118
HD,"I(HD v=5,J=5->v=2,J=4 angle 00 deg)",1.0457
HD,"I(HD v=5,J=5->v=2,J=5 angle 00 deg)",1.091
HD,"I(HD v=5,J=5->v=2,J=6 angle 00 deg)",1.1499
HD,"I(HD v=5,J=5->v=2,J=7 angle 00 deg)",1.2261
HD,"I(HD v=5,J=6->v=2,J=4 angle 00 deg)",1.0032
HD,"I(HD v=5,J=6->v=2,J=5 angle 00 deg)",1.0448
HD,"I(HD v=5,J=6->v=2,J=6 angle 00 deg)",1.0988
HD,"I(HD v=5,J=6->v=2,J=7 angle 00 deg)",1.1681
HD,"I(HD v=5,J=6->v=2,J=8 angle 00 deg)",1.2573
HD,"I(HD v=5,J=7->v=2,J=5 angle 00 deg)",0.9964
HD,"I(HD v=5,J=7->v=2,J=6 angle 00 deg)",1.0453
HD,"I(HD v=5,J=7->v=2,J=7 angle 00 deg)",1.1079
HD,"I(HD v=5,J=7->v=2,J=8 angle 00 deg)",1.1878
HD,"I(HD v=5,J=7->v=2,J=9 angle 00 deg)",1.2907
HD,"I(HD v=5,J=8->v=2,J=6 angle 00 deg)",0.9912
HD,"I(HD v=5,J=8->v=2,J=7 angle 00 deg)",1.0473
HD,"I(HD v=5,J=8->v=2,J=8 angle 00 deg)",1.1184
HD,"I(HD v=5,J=8->v=2,J=9 angle 00 deg)",1.2091
HD,"I(HD v=5,J=8->v=2,J=10 angle 00 deg)",1.3263
HD,"I(HD v=5,J=9->v=2,J=7 angle 00 deg)",0.9877
HD,"I(HD v=5,J=9->v=2,J=8 angle 00 deg)",1.0507
HD,"I(HD v=5,J=9->v=2,J=9 angle 00 deg)",1.1304
HD,"I(HD v=5,J=9->v=2,J=10 angle 00 deg)",1.2321
HD,"I(HD v=5,J=10->v=2,J=8 angle 00 deg)",0.9859
HD,"I(HD v=5,J=10->v=2,J=9 angle 00 deg)",1.0557
HD,"I(HD v=5,J=10->v=2,J=10 angle 00 deg)",1.1438
HD,"I(HD v=5,J=0->v=3,J=1 angle 00 deg)",1.6746
HD,"I(HD v=5,J=0->v=3,J=2 angle 00 deg)",1.7193
HD,"I(HD v=5,J=1->v=3,J=0 angle 00 deg)",1.634
HD,"I(HD v=5,J=1->v=3,J=1 angle 00 deg)",1.6551
HD,"I(HD v=5,J=1->v=3,J=2 angle 00 deg)",1.6987
HD,"I(HD v=5,J=1->v=3,J=3 angle 00 deg)",1.7682
HD,"I(HD v=5,J=2->v=3,J=0 angle 00 deg)",1.5974
